ENSG00000142207	ENSP00000372199
ENSG00000075336	ENSP00000169551
ENSG00000198551	ENSP00000354414
ENSG00000105141	ENSP00000393417
ENSG00000144455	ENSP00000272902
ENSG00000162104	ENSP00000294016
ENSG00000141642	ENSP00000269466
ENSG00000173626	ENSP00000357591
ENSG00000091157	ENSP00000254442
ENSG00000206538	ENSP00000381436
ENSG00000176208	ENSP00000313171
ENSG00000131480	ENSP00000253799
ENSG00000173714	ENSP00000311184
ENSG00000213906	ENSP00000445772
ENSG00000134602	ENSP00000377867
ENSG00000025770	ENSP00000299821
ENSG00000269858	ENSP00000469686
ENSG00000136935	ENSP00000362656
ENSG00000255974	ENSP00000301141
ENSG00000113845	ENSP00000418803
ENSG00000197838	ENSP00000332679
ENSG00000173915	ENSP00000358840
ENSG00000108468	ENSP00000377060
ENSG00000136877	ENSP00000362344
ENSG00000148346	ENSP00000362108
ENSG00000151379	ENSP00000281047
ENSG00000188312	ENSP00000364737
ENSG00000131697	ENSP00000367398
ENSG00000153774	ENSP00000283882
ENSG00000139988	ENSP00000449079
ENSG00000167825	ENSP00000301532
ENSG00000162174	ENSP00000400057
ENSG00000182393	ENSP00000329991
ENSG00000054118	ENSP00000346634
ENSG00000121858	ENSP00000241261
ENSG00000213023	ENSP00000340914
ENSG00000077498	ENSP00000263321
ENSG00000261150	ENSP00000484472
ENSG00000101161	ENSP00000266079
ENSG00000143954	ENSP00000272324
ENSG00000135631	ENSP00000258098
ENSG00000092036	ENSP00000206474
ENSG00000157184	ENSP00000360541
ENSG00000107223	ENSP00000224073
ENSG00000277157	ENSP00000479461
ENSG00000158435	ENSP00000289382
ENSG00000241360	ENSP00000215904
ENSG00000218891	ENSP00000320188
ENSG00000140623	ENSP00000268231
ENSG00000122741	ENSP00000366953
ENSG00000196090	ENSP00000362294
ENSG00000170881	ENSP00000304051
ENSG00000167106	ENSP00000362187
ENSG00000105371	ENSP00000342114
ENSG00000196914	ENSP00000380942
ENSG00000204390	ENSP00000364805
ENSG00000064692	ENSP00000261368
ENSG00000198471	ENSP00000350976
ENSG00000117528	ENSP00000359233
ENSG00000036549	ENSP00000359837
ENSG00000038295	ENSP00000061240
ENSG00000187243	ENSP00000421861
ENSG00000177791	ENSP00000352272
ENSG00000085719	ENSP00000477590
ENSG00000100628	ENSP00000451575
ENSG00000163754	ENSP00000340736
ENSG00000167772	ENSP00000301455
ENSG00000119912	ENSP00000265986
ENSG00000161526	ENSP00000462116
ENSG00000164024	ENSP00000296411
ENSG00000004779	ENSP00000458770
ENSG00000213934	ENSP00000327431
ENSG00000248933	ENSP00000423115
ENSG00000072864	ENSP00000379643
ENSG00000184357	ENSP00000330074
ENSG00000274641	ENSP00000477527
ENSG00000004468	ENSP00000226279
ENSG00000007062	ENSP00000426809
ENSG00000115109	ENSP00000263713
ENSG00000120457	ENSP00000433295
ENSG00000102317	ENSP00000365950
ENSG00000089022	ENSP00000449381
ENSG00000104689	ENSP00000221132
ENSG00000150347	ENSP00000279873
ENSG00000138686	ENSP00000264499
ENSG00000113140	ENSP00000231061
ENSG00000070748	ENSP00000337103
ENSG00000173875	ENSP00000342974
ENSG00000083799	ENSP00000392025
ENSG00000147044	ENSP00000367408
ENSG00000089041	ENSP00000330696
ENSG00000018625	ENSP00000354490
ENSG00000151892	ENSP00000347591
ENSG00000128989	ENSP00000455625
ENSG00000196305	ENSP00000364794
ENSG00000103226	ENSP00000382274
ENSG00000196557	ENSP00000334198
ENSG00000130844	ENSP00000253144
ENSG00000134825	ENSP00000443216
ENSG00000142507	ENSP00000270586
ENSG00000166949	ENSP00000332973
ENSG00000162849	ENSP00000385545
ENSG00000164418	ENSP00000397026
ENSG00000140564	ENSP00000483552
ENSG00000147862	ENSP00000370340
ENSG00000136051	ENSP00000484713
ENSG00000141376	ENSP00000375067
ENSG00000114737	ENSP00000409346
ENSG00000107745	ENSP00000354415
ENSG00000198515	ENSP00000384264
ENSG00000164306	ENSP00000313816
ENSG00000133392	ENSP00000379616
ENSG00000141552	ENSP00000349957
ENSG00000176046	ENSP00000379003
ENSG00000130713	ENSP00000361433
ENSG00000165684	ENSP00000298532
ENSG00000255561	ENSP00000260257
ENSG00000182185	ENSP00000419471
ENSG00000253148	ENSP00000428343
ENSG00000163283	ENSP00000375881
ENSG00000277462	ENSP00000355459
ENSG00000197037	ENSP00000377708
ENSG00000183032	ENSP00000329452
ENSG00000214517	ENSP00000381461
ENSG00000160349	ENSP00000263598
ENSG00000075702	ENSP00000384792
ENSG00000066654	ENSP00000370741
ENSG00000181404	ENSP00000485627
ENSG00000129925	ENSP00000401338
ENSG00000196466	ENSP00000411084
ENSG00000109332	ENSP00000349722
ENSG00000156587	ENSP00000287156
ENSG00000177476	ENSP00000326301
ENSG00000125124	ENSP00000245157
ENSG00000079432	ENSP00000458663
ENSG00000136878	ENSP00000313811
ENSG00000175544	ENSP00000324960
ENSG00000198952	ENSP00000355261
ENSG00000185130	ENSP00000366618
ENSG00000244355	ENSP00000364985
ENSG00000187626	ENSP00000366509
ENSG00000138669	ENSP00000264399
ENSG00000152457	ENSP00000367527
ENSG00000168350	ENSP00000307126
ENSG00000204519	ENSP00000282296
ENSG00000013288	ENSP00000285599
ENSG00000163749	ENSP00000373566
ENSG00000168291	ENSP00000307241
ENSG00000112299	ENSP00000356905
ENSG00000077463	ENSP00000337332
ENSG00000103449	ENSP00000251020
ENSG00000103363	ENSP00000262306
ENSG00000140988	ENSP00000341885
ENSG00000176928	ENSP00000317027
ENSG00000090520	ENSP00000414398
ENSG00000094916	ENSP00000209875
ENSG00000146833	ENSP00000348216
ENSG00000142959	ENSP00000361281
ENSG00000126088	ENSP00000246337
ENSG00000108679	ENSP00000262776
ENSG00000105737	ENSP00000262895
ENSG00000137075	ENSP00000259605
ENSG00000146776	ENSP00000410759
ENSG00000115414	ENSP00000346839
ENSG00000108641	ENSP00000261499
ENSG00000153094	ENSP00000376943
ENSG00000179604	ENSP00000338258
ENSG00000105997	ENSP00000484411
ENSG00000163126	ENSP00000321679
ENSG00000076944	ENSP00000413606
ENSG00000169689	ENSP00000376168
ENSG00000172824	ENSP00000444052
ENSG00000103051	ENSP00000315775
ENSG00000181939	ENSP00000324958
ENSG00000221931	ENSP00000333724
ENSG00000129071	ENSP00000249910
ENSG00000106638	ENSP00000307260
ENSG00000145439	ENSP00000303525
ENSG00000142864	ENSP00000360034
ENSG00000198160	ENSP00000383820
ENSG00000185821	ENSP00000328402
ENSG00000164532	ENSP00000386170
ENSG00000241598	ENSP00000382590
ENSG00000005379	ENSP00000345824
ENSG00000115526	ENSP00000264249
ENSG00000165458	ENSP00000298229
ENSG00000182050	ENSP00000481096
ENSG00000162645	ENSP00000359497
ENSG00000170477	ENSP00000448220
ENSG00000188011	ENSP00000345374
ENSG00000135424	ENSP00000452120
ENSG00000198570	ENSP00000355969
ENSG00000196337	ENSP00000470813
ENSG00000134333	ENSP00000445175
ENSG00000130561	ENSP00000386444
ENSG00000015676	ENSP00000347626
ENSG00000134086	ENSP00000256474
ENSG00000157103	ENSP00000287766
ENSG00000117411	ENSP00000310696
ENSG00000170298	ENSP00000315564
ENSG00000084774	ENSP00000264705
ENSG00000143479	ENSP00000356076
ENSG00000137496	ENSP00000384212
ENSG00000132746	ENSP00000255084
ENSG00000115839	ENSP00000411418
ENSG00000198049	ENSP00000356094
ENSG00000143851	ENSP00000309116
ENSG00000128655	ENSP00000286063
ENSG00000110148	ENSP00000335544
ENSG00000159346	ENSP00000341785
ENSG00000162924	ENSP00000295025
ENSG00000162704	ENSP00000294742
ENSG00000116044	ENSP00000380252
ENSG00000134716	ENSP00000360247
ENSG00000115419	ENSP00000317379
ENSG00000122218	ENSP00000357048
ENSG00000116670	ENSP00000235310
ENSG00000175756	ENSP00000342676
ENSG00000082497	ENSP00000355979
ENSG00000158195	ENSP00000483313
ENSG00000186496	ENSP00000302310
ENSG00000081913	ENSP00000262719
ENSG00000205593	ENSP00000391524
ENSG00000186732	ENSP00000388137
ENSG00000186814	ENSP00000392371
ENSG00000171421	ENSP00000423399
ENSG00000198042	ENSP00000353246
ENSG00000198894	ENSP00000355319
ENSG00000100028	ENSP00000215829
ENSG00000130706	ENSP00000478877
ENSG00000176624	ENSP00000385610
ENSG00000172201	ENSP00000367972
ENSG00000164294	ENSP00000423822
ENSG00000068650	ENSP00000420387
ENSG00000188243	ENSP00000348054
ENSG00000101199	ENSP00000314615
ENSG00000145526	ENSP00000425093
ENSG00000064687	ENSP00000263094
ENSG00000116017	ENSP00000263620
ENSG00000164749	ENSP00000379701
ENSG00000101412	ENSP00000345571
ENSG00000222028	ENSP00000386212
ENSG00000104327	ENSP00000265431
ENSG00000125995	ENSP00000363191
ENSG00000133027	ENSP00000255389
ENSG00000253251	ENSP00000424007
ENSG00000177613	ENSP00000332444
ENSG00000112701	ENSP00000402527
ENSG00000132141	ENSP00000327191
ENSG00000101189	ENSP00000359518
ENSG00000172167	ENSP00000303398
ENSG00000100276	ENSP00000216101
ENSG00000198729	ENSP00000355260
ENSG00000128829	ENSP00000263791
ENSG00000165138	ENSP00000297837
ENSG00000156509	ENSP00000403293
ENSG00000101997	ENSP00000365401
ENSG00000085224	ENSP00000362441
ENSG00000173418	ENSP00000335636
ENSG00000108039	ENSP00000421566
ENSG00000124257	ENSP00000361596
ENSG00000213999	ENSP00000402154
ENSG00000136937	ENSP00000364289
ENSG00000126581	ENSP00000355231
ENSG00000124302	ENSP00000262622
ENSG00000196781	ENSP00000365682
ENSG00000147256	ENSP00000276211
ENSG00000123560	ENSP00000481006
ENSG00000147140	ENSP00000276079
ENSG00000197353	ENSP00000352163
ENSG00000121892	ENSP00000303427
ENSG00000160886	ENSP00000292430
ENSG00000178372	ENSP00000369689
ENSG00000149100	ENSP00000436049
ENSG00000022267	ENSP00000377710
ENSG00000171408	ENSP00000310661
ENSG00000100380	ENSP00000216218
ENSG00000129473	ENSP00000250405
ENSG00000121578	ENSP00000420161
ENSG00000171169	ENSP00000362170
ENSG00000232119	ENSP00000360365
ENSG00000157916	ENSP00000475168
ENSG00000129990	ENSP00000346265
ENSG00000078053	ENSP00000348602
ENSG00000213937	ENSP00000398017
ENSG00000104129	ENSP00000220496
ENSG00000198932	ENSP00000445683
ENSG00000171126	ENSP00000304127
ENSG00000241973	ENSP00000255882
ENSG00000288709	ENSP00000358518
ENSG00000149474	ENSP00000392318
ENSG00000125755	ENSP00000245934
ENSG00000105829	ENSP00000222547
ENSG00000099377	ENSP00000297679
ENSG00000258644	ENSP00000482133
ENSG00000137478	ENSP00000386722
ENSG00000118894	ENSP00000398502
ENSG00000128311	ENSP00000385828
ENSG00000128340	ENSP00000249071
ENSG00000116016	ENSP00000263734
ENSG00000163558	ENSP00000295797
ENSG00000164270	ENSP00000353915
ENSG00000148384	ENSP00000360777
ENSG00000104218	ENSP00000262210
ENSG00000143995	ENSP00000272369
ENSG00000187792	ENSP00000339314
ENSG00000107951	ENSP00000263063
ENSG00000175066	ENSP00000418001
ENSG00000078114	ENSP00000366326
ENSG00000111046	ENSP00000228641
ENSG00000166848	ENSP00000300086
ENSG00000206177	ENSP00000349270
ENSG00000149534	ENSP00000278888
ENSG00000205155	ENSP00000468411
ENSG00000105971	ENSP00000222693
ENSG00000110801	ENSP00000440485
ENSG00000106086	ENSP00000397947
ENSG00000185009	ENSP00000347408
ENSG00000227140	ENSP00000425955
ENSG00000138685	ENSP00000264498
ENSG00000006377	ENSP00000428480
ENSG00000109805	ENSP00000251496
ENSG00000175497	ENSP00000376855
ENSG00000160963	ENSP00000318234
ENSG00000095319	ENSP00000361658
ENSG00000170890	ENSP00000312286
ENSG00000138115	ENSP00000360317
ENSG00000163888	ENSP00000296238
ENSG00000137877	ENSP00000317790
ENSG00000182187	ENSP00000260988
ENSG00000170242	ENSP00000433146
ENSG00000107831	ENSP00000321797
ENSG00000121988	ENSP00000264159
ENSG00000237172	ENSP00000400157
ENSG00000102871	ENSP00000341268
ENSG00000118231	ENSP00000264376
ENSG00000204701	ENSP00000366374
ENSG00000188612	ENSP00000405965
ENSG00000135298	ENSP00000359630
ENSG00000146966	ENSP00000275884
ENSG00000167741	ENSP00000370962
ENSG00000204695	ENSP00000366365
ENSG00000160570	ENSP00000470082
ENSG00000102054	ENSP00000369424
ENSG00000104814	ENSP00000465039
ENSG00000168566	ENSP00000339834
ENSG00000174099	ENSP00000347324
ENSG00000198298	ENSP00000354694
ENSG00000180644	ENSP00000398568
ENSG00000163636	ENSP00000418695
ENSG00000107562	ENSP00000379140
ENSG00000135766	ENSP00000355601
ENSG00000145808	ENSP00000274487
ENSG00000185818	ENSP00000413064
ENSG00000187242	ENSP00000251643
ENSG00000248167	ENSP00000485378
ENSG00000166548	ENSP00000299697
ENSG00000132323	ENSP00000254654
ENSG00000095564	ENSP00000265990
ENSG00000204104	ENSP00000362424
ENSG00000042781	ENSP00000305941
ENSG00000144535	ENSP00000315569
ENSG00000172199	ENSP00000304188
ENSG00000163286	ENSP00000295453
ENSG00000080824	ENSP00000335153
ENSG00000111676	ENSP00000349076
ENSG00000111679	ENSP00000391592
ENSG00000152256	ENSP00000376352
ENSG00000163923	ENSP00000296277
ENSG00000213614	ENSP00000268097
ENSG00000205323	ENSP00000337632
ENSG00000132703	ENSP00000255040
ENSG00000198650	ENSP00000348234
ENSG00000186153	ENSP00000457230
ENSG00000107014	ENSP00000371040
ENSG00000123975	ENSP00000364976
ENSG00000177479	ENSP00000348769
ENSG00000079387	ENSP00000394791
ENSG00000145777	ENSP00000339804
ENSG00000058091	ENSP00000369390
ENSG00000158553	ENSP00000392726
ENSG00000172732	ENSP00000307853
ENSG00000107537	ENSP00000263038
ENSG00000169282	ENSP00000419952
ENSG00000005469	ENSP00000413575
ENSG00000187079	ENSP00000435233
ENSG00000185187	ENSP00000403104
ENSG00000204463	ENSP00000365131
ENSG00000048162	ENSP00000480832
ENSG00000151208	ENSP00000361467
ENSG00000175309	ENSP00000310978
ENSG00000277494	ENSP00000480053
ENSG00000114812	ENSP00000327246
ENSG00000113460	ENSP00000338862
ENSG00000135476	ENSP00000257934
ENSG00000107485	ENSP00000368632
ENSG00000166965	ENSP00000377801
ENSG00000171604	ENSP00000302543
ENSG00000124882	ENSP00000244869
ENSG00000120471	ENSP00000432743
ENSG00000189056	ENSP00000392423
ENSG00000115556	ENSP00000388631
ENSG00000126861	ENSP00000247271
ENSG00000006611	ENSP00000005226
ENSG00000163719	ENSP00000296003
ENSG00000109917	ENSP00000227322
ENSG00000116747	ENSP00000356416
ENSG00000175029	ENSP00000311825
ENSG00000068305	ENSP00000346389
ENSG00000240403	ENSP00000325525
ENSG00000106633	ENSP00000223366
ENSG00000143344	ENSP00000303192
ENSG00000117569	ENSP00000359216
ENSG00000171209	ENSP00000304822
ENSG00000005073	ENSP00000006015
ENSG00000106052	ENSP00000379612
ENSG00000055332	ENSP00000233057
ENSG00000164162	ENSP00000478501
ENSG00000113712	ENSP00000421689
ENSG00000143748	ENSP00000281701
ENSG00000171960	ENSP00000306614
ENSG00000134538	ENSP00000256958
ENSG00000196511	ENSP00000353165
ENSG00000167967	ENSP00000301727
ENSG00000168653	ENSP00000362060
ENSG00000167968	ENSP00000454562
ENSG00000083454	ENSP00000225328
ENSG00000164744	ENSP00000297325
ENSG00000277161	ENSP00000482202
ENSG00000115232	ENSP00000380227
ENSG00000114650	ENSP00000265565
ENSG00000010318	ENSP00000333024
ENSG00000143183	ENSP00000480514
ENSG00000127616	ENSP00000395654
ENSG00000110851	ENSP00000228437
ENSG00000169031	ENSP00000379823
ENSG00000076650	ENSP00000170564
ENSG00000139718	ENSP00000442924
ENSG00000137948	ENSP00000387822
ENSG00000204217	ENSP00000363708
ENSG00000143382	ENSP00000358035
ENSG00000196935	ENSP00000347198
ENSG00000152642	ENSP00000282541
ENSG00000255245	ENSP00000482442
ENSG00000166349	ENSP00000299440
ENSG00000135519	ENSP00000257981
ENSG00000077454	ENSP00000309689
ENSG00000161533	ENSP00000293217
ENSG00000110066	ENSP00000305899
ENSG00000174579	ENSP00000311827
ENSG00000160679	ENSP00000357679
ENSG00000135372	ENSP00000257829
ENSG00000138101	ENSP00000384084
ENSG00000075151	ENSP00000383274
ENSG00000143772	ENSP00000411152
ENSG00000115484	ENSP00000377958
ENSG00000125630	ENSP00000444136
ENSG00000125611	ENSP00000325655
ENSG00000115211	ENSP00000394869
ENSG00000160783	ENSP00000357256
ENSG00000117335	ENSP00000313875
ENSG00000130294	ENSP00000438388
ENSG00000076864	ENSP00000434033
ENSG00000162738	ENSP00000357040
ENSG00000116717	ENSP00000360025
ENSG00000176022	ENSP00000368496
ENSG00000156282	ENSP00000286808
ENSG00000283292	ENSP00000479365
ENSG00000152192	ENSP00000366413
ENSG00000159263	ENSP00000290399
ENSG00000183943	ENSP00000262848
ENSG00000146938	ENSP00000370485
ENSG00000197586	ENSP00000365840
ENSG00000186812	ENSP00000331577
ENSG00000159197	ENSP00000290310
ENSG00000102098	ENSP00000251900
ENSG00000151657	ENSP00000368881
ENSG00000165169	ENSP00000367841
ENSG00000187051	ENSP00000333948
ENSG00000104613	ENSP00000381064
ENSG00000077327	ENSP00000365811
ENSG00000125255	ENSP00000245312
ENSG00000100418	ENSP00000263256
ENSG00000138308	ENSP00000362123
ENSG00000093010	ENSP00000354511
ENSG00000108405	ENSP00000225538
ENSG00000134760	ENSP00000257192
ENSG00000147596	ENSP00000276594
ENSG00000119705	ENSP00000450909
ENSG00000106688	ENSP00000262352
ENSG00000148843	ENSP00000358812
ENSG00000198911	ENSP00000354476
ENSG00000138346	ENSP00000351185
ENSG00000134595	ENSP00000359567
ENSG00000185825	ENSP00000392330
ENSG00000128228	ENSP00000248958
ENSG00000156469	ENSP00000287025
ENSG00000136891	ENSP00000364037
ENSG00000134539	ENSP00000371333
ENSG00000213999	ENSP00000390762
ENSG00000166527	ENSP00000299665
ENSG00000064601	ENSP00000361562
ENSG00000153317	ENSP00000429900
ENSG00000186716	ENSP00000303507
ENSG00000170540	ENSP00000306788
ENSG00000168438	ENSP00000357928
ENSG00000198576	ENSP00000349022
ENSG00000005243	ENSP00000480707
ENSG00000099940	ENSP00000215730
ENSG00000067141	ENSP00000341198
ENSG00000186230	ENSP00000333980
ENSG00000010327	ENSP00000312946
ENSG00000083828	ENSP00000379458
ENSG00000100206	ENSP00000216024
ENSG00000189283	ENSP00000417480
ENSG00000106541	ENSP00000391490
ENSG00000167434	ENSP00000300900
ENSG00000172554	ENSP00000311837
ENSG00000100503	ENSP00000371472
ENSG00000267318	ENSP00000468280
ENSG00000172772	ENSP00000378516
ENSG00000186187	ENSP00000335091
ENSG00000182325	ENSP00000330098
ENSG00000213316	ENSP00000292596
ENSG00000177663	ENSP00000320936
ENSG00000123595	ENSP00000420127
ENSG00000069998	ENSP00000337358
ENSG00000130182	ENSP00000252463
ENSG00000134569	ENSP00000367888
ENSG00000196715	ENSP00000403077
ENSG00000120156	ENSP00000369375
ENSG00000178974	ENSP00000313159
ENSG00000085377	ENSP00000358106
ENSG00000163114	ENSP00000295266
ENSG00000115386	ENSP00000233735
ENSG00000185340	ENSP00000481012
ENSG00000073050	ENSP00000262887
ENSG00000254535	ENSP00000463233
ENSG00000161960	ENSP00000293831
ENSG00000128191	ENSP00000263209
ENSG00000164733	ENSP00000345672
ENSG00000145425	ENSP00000346050
ENSG00000137822	ENSP00000260383
ENSG00000078668	ENSP00000428845
ENSG00000157349	ENSP00000288071
ENSG00000083817	ENSP00000196489
ENSG00000143891	ENSP00000272252
ENSG00000130368	ENSP00000252660
ENSG00000101400	ENSP00000217381
ENSG00000171561	ENSP00000304846
ENSG00000159905	ENSP00000251269
ENSG00000213930	ENSP00000368119
ENSG00000101019	ENSP00000363506
ENSG00000160271	ENSP00000361120
ENSG00000171435	ENSP00000389715
ENSG00000102109	ENSP00000218230
ENSG00000078269	ENSP00000347792
ENSG00000133246	ENSP00000408342
ENSG00000113555	ENSP00000231484
ENSG00000198162	ENSP00000348959
ENSG00000149735	ENSP00000279168
ENSG00000187689	ENSP00000341013
ENSG00000171759	ENSP00000448059
ENSG00000155545	ENSP00000370596
ENSG00000090889	ENSP00000363524
ENSG00000102854	ENSP00000372313
ENSG00000204619	ENSP00000365963
ENSG00000172748	ENSP00000381613
ENSG00000175984	ENSP00000376955
ENSG00000173530	ENSP00000310263
ENSG00000166821	ENSP00000300056
ENSG00000089220	ENSP00000261313
ENSG00000076984	ENSP00000381070
ENSG00000198755	ENSP00000363018
ENSG00000090659	ENSP00000315477
ENSG00000185926	ENSP00000329056
ENSG00000198546	ENSP00000355251
ENSG00000127884	ENSP00000357535
ENSG00000148832	ENSP00000278060
ENSG00000032444	ENSP00000407509
ENSG00000146070	ENSP00000274793
ENSG00000111245	ENSP00000228841
ENSG00000070366	ENSP00000263073
ENSG00000111801	ENSP00000244519
ENSG00000111877	ENSP00000314505
ENSG00000131435	ENSP00000253754
ENSG00000179044	ENSP00000325674
ENSG00000128833	ENSP00000261839
ENSG00000151062	ENSP00000372169
ENSG00000114742	ENSP00000307491
ENSG00000183889	ENSP00000370908
ENSG00000162851	ENSP00000355471
ENSG00000180658	ENSP00000319546
ENSG00000104147	ENSP00000220514
ENSG00000143199	ENSP00000356825
ENSG00000107104	ENSP00000477725
ENSG00000136518	ENSP00000397552
ENSG00000062370	ENSP00000337081
ENSG00000067533	ENSP00000355899
ENSG00000103222	ENSP00000382342
ENSG00000121274	ENSP00000396995
ENSG00000150527	ENSP00000379462
ENSG00000117697	ENSP00000355944
ENSG00000127364	ENSP00000247881
ENSG00000132740	ENSP00000255078
ENSG00000163995	ENSP00000393511
ENSG00000138646	ENSP00000264350
ENSG00000034053	ENSP00000453293
ENSG00000140043	ENSP00000452280
ENSG00000159322	ENSP00000312250
ENSG00000138757	ENSP00000352738
ENSG00000131844	ENSP00000343657
ENSG00000162227	ENSP00000294168
ENSG00000143324	ENSP00000356562
ENSG00000107643	ENSP00000378974
ENSG00000168237	ENSP00000389175
ENSG00000080293	ENSP00000019103
ENSG00000125166	ENSP00000245206
ENSG00000138134	ENSP00000360994
ENSG00000117280	ENSP00000356107
ENSG00000113448	ENSP00000345502
ENSG00000174547	ENSP00000308897
ENSG00000269897	ENSP00000473391
ENSG00000133961	ENSP00000451300
ENSG00000147642	ENSP00000407118
ENSG00000152086	ENSP00000318197
ENSG00000115009	ENSP00000351671
ENSG00000089902	ENSP00000262241
ENSG00000074276	ENSP00000424565
ENSG00000006016	ENSP00000376188
ENSG00000105821	ENSP00000368565
ENSG00000170949	ENSP00000406201
